CATEGORY_EVENT,COUNTRY_SRC,IP_DST,IP_SRC,PORT_DST,PORT_SRC
Traffic Log,FR,141.190.122.61,2.12.54.248,7547,3638
Traffic Log,FR,143.214.128.204,2.13.114.172,7547,6352
Traffic Log,FR,141.190.172.135,2.13.215.55,7547,40598
Traffic Log,FR,143.46.72.65,2.12.60.65,7547,18971
Traffic Log,FR,143.212.239.225,2.13.71.11,7547,26862
Traffic Log,FR,150.133.54.88,2.12.25.232,7547,38902
Traffic Log,FR,143.212.197.187,2.13.111.213,7547,63776
Traffic Log,FR,150.133.242.124,2.12.237.143,7547,12153
Traffic Log,FR,155.5.125.255,2.12.40.137,7547,50713
Traffic Log,FR,155.6.176.25,2.13.74.62,7547,62714
Traffic Log,FR,143.214.214.141,2.13.120.200,7547,14348
Traffic Log,FR,155.5.159.34,2.13.209.169,7547,28208
Traffic Log,FR,143.213.147.43,2.12.187.58,7547,3172
Traffic Log,FR,143.214.222.146,2.13.64.14,7547,15495
Traffic Log,FR,143.213.139.56,2.13.215.55,7547,15153
Traffic Log,FR,150.133.200.203,2.12.25.162,7547,23470
Traffic Log,FR,150.137.131.213,2.13.121.194,7547,25367
Traffic Log,FR,155.6.168.128,2.13.117.21,7547,26344
Traffic Log,FR,143.214.159.126,2.13.121.128,7547,30665
Traffic Log,FR,155.5.158.18,2.13.117.21,7547,58493
Traffic Log,FR,150.133.207.6,2.13.98.8,7547,20805
Traffic Log,FR,143.214.171.160,2.13.118.177,7547,15148
Traffic Log,FR,150.137.101.1,2.13.137.66,7547,5764
Traffic Log,FR,150.149.2.119,2.12.106.156,7547,12975
Traffic Log,FR,143.46.174.132,2.13.120.175,7547,3445
Traffic Log,FR,143.213.218.184,2.13.122.5,7547,62408
Traffic Log,FR,143.213.243.168,2.13.119.205,7547,5584
Traffic Log,FR,141.190.81.185,2.13.93.145,7547,3949
Traffic Log,FR,141.190.46.65,2.12.237.143,7547,49308
Traffic Log,FR,143.45.44.101,2.13.117.194,7547,28480
Traffic Log,FR,143.212.217.129,2.12.60.65,7547,18971
Traffic Log,FR,143.214.40.227,2.13.115.119,7547,39026
Traffic Log,FR,150.137.26.98,2.12.25.232,7547,38902
Traffic Log,FR,141.190.150.100,2.13.119.205,7547,16451
Traffic Log,FR,150.137.88.19,2.12.127.248,7547,54004
Traffic Log,FR,141.190.79.20,2.12.145.38,7547,31148
Traffic Log,FR,143.45.190.121,2.12.123.119,7547,7333
Traffic Log,FR,143.212.219.166,2.12.184.185,7547,25242
Traffic Log,FR,150.137.158.0,2.12.60.65,7547,9305
Traffic Log,FR,150.137.207.6,2.13.111.213,7547,62242
Traffic Log,FR,155.5.226.130,2.13.115.119,7547,39026
Traffic Log,FR,143.213.67.0,2.13.215.55,7547,26758
Traffic Log,FR,150.133.124.148,2.13.120.175,7547,3445
Traffic Log,FR,155.5.235.153,2.13.86.124,7547,17645
Traffic Log,FR,150.149.10.64,2.13.53.1,7547,25319
Traffic Log,FR,143.45.190.70,2.13.111.213,7547,33287
Traffic Log,FR,143.46.167.127,2.13.80.233,7547,8009
Traffic Log,FR,143.212.166.236,2.12.60.65,7547,27262
Traffic Log,FR,143.46.114.69,2.13.232.124,7547,32378
Traffic Log,FR,143.212.100.157,2.12.199.76,7547,65444
Traffic Log,FR,143.214.110.246,2.13.120.175,7547,3445
Traffic Log,FR,143.46.21.54,2.12.159.194,7547,39847
Traffic Log,FR,150.137.128.250,2.13.209.169,7547,24849
Traffic Log,FR,141.190.87.4,2.13.183.230,7547,21796
Traffic Log,FR,143.45.144.46,2.13.117.157,7547,62834
Traffic Log,FR,143.212.106.94,2.12.60.65,7547,27262
Traffic Log,FR,150.137.73.110,2.12.150.28,7547,22576
Traffic Log,FR,143.213.158.129,2.13.120.200,7547,14348
Traffic Log,FR,143.46.63.156,2.12.239.126,7547,36560
Traffic Log,FR,143.213.71.8,2.12.25.162,7547,23470
Traffic Log,FR,143.213.83.214,2.13.215.196,7547,12314
Traffic Log,FR,143.212.210.92,2.12.252.12,7547,32131
Traffic Log,FR,141.190.161.100,2.12.25.162,7547,23470
Traffic Log,FR,150.137.17.108,2.12.25.162,7547,23470
Traffic Log,FR,143.213.24.95,2.12.56.37,7547,50102
Traffic Log,FR,150.149.23.12,2.12.25.162,7547,23470
Traffic Log,FR,143.45.108.234,2.13.217.48,7547,35704
Traffic Log,FR,143.45.214.132,2.12.25.162,7547,37355
Traffic Log,FR,150.133.107.32,2.12.60.65,7547,9305
Traffic Log,FR,143.213.67.210,2.12.159.194,7547,39847
Traffic Log,FR,143.45.236.49,2.12.237.143,7547,49308
Traffic Log,FR,150.137.59.102,2.12.237.143,7547,12153
Traffic Log,FR,143.45.234.114,2.13.120.175,7547,3445
Traffic Log,FR,155.5.156.108,2.12.54.248,7547,20138
Traffic Log,FR,143.212.163.95,2.12.60.65,7547,27262
Traffic Log,FR,150.137.32.49,2.13.117.157,7547,62834
Traffic Log,FR,155.6.137.188,2.12.237.143,7547,49308
Traffic Log,FR,143.45.31.219,2.12.72.50,7547,2170
Traffic Log,FR,143.46.104.209,2.13.127.143,7547,1309
Traffic Log,FR,143.45.123.158,2.12.72.50,7547,42492
Traffic Log,FR,141.190.162.64,2.13.71.11,7547,3780
Traffic Log,FR,143.212.72.128,2.13.86.124,7547,56571
Traffic Log,FR,143.45.99.22,2.13.127.143,7547,28180
Traffic Log,FR,143.214.228.92,2.13.127.143,7547,9590
Traffic Log,FR,150.133.215.94,2.13.214.52,7547,42031
Traffic Log,FR,143.46.205.249,2.13.137.66,7547,57934
Traffic Log,FR,143.213.213.207,2.13.120.200,7547,39919
Traffic Log,FR,155.6.176.226,2.13.209.225,7547,8999
Traffic Log,FR,141.190.188.235,2.13.120.175,7547,3445
Traffic Log,FR,143.214.153.2,2.12.199.76,7547,5959
Traffic Log,FR,155.6.157.71,2.12.127.167,7547,24285
Traffic Log,FR,143.213.84.54,2.13.98.8,7547,40925
Traffic Log,FR,155.6.211.199,2.13.21.77,55990,17012
Traffic Log,FR,143.214.180.71,2.13.123.130,7547,15221
Traffic Log,FR,143.212.124.57,2.12.60.65,7547,18971
Traffic Log,FR,141.190.7.108,2.12.184.185,7547,27786
Traffic Log,FR,155.6.205.184,2.13.115.119,7547,39026
Traffic Log,FR,141.190.56.1,2.13.116.111,7547,41096
Traffic Log,FR,155.5.222.251,2.13.127.61,7547,47626
Traffic Log,FR,150.137.53.43,2.13.66.220,7547,52288
Traffic Log,FR,143.45.142.156,2.13.86.124,7547,34211
Traffic Log,FR,143.213.21.32,2.13.182.154,7547,17479
Traffic Log,FR,143.213.169.188,2.12.72.50,7547,13032
Traffic Log,FR,143.46.94.185,2.13.183.154,7547,29898
Traffic Log,FR,141.190.6.125,2.13.215.174,7547,17951
Traffic Log,FR,155.5.129.8,2.13.117.157,7547,57075
Traffic Log,FR,150.137.160.167,2.13.125.205,7547,39919
Traffic Log,FR,143.46.64.102,2.13.167.159,7547,33256
Traffic Log,FR,150.137.101.1,2.13.137.66,7547,5764
Traffic Log,FR,141.190.166.76,2.13.119.205,7547,16451
Traffic Log,FR,143.214.253.120,2.13.215.55,7547,6358
Traffic Log,FR,143.46.13.241,2.13.167.159,7547,33521
Traffic Log,FR,143.46.113.25,2.13.53.1,7547,3187
Traffic Log,FR,143.214.229.248,2.12.72.213,7547,14028
Traffic Log,FR,143.212.177.154,2.12.56.37,7547,21809
Traffic Log,FR,143.46.208.77,2.12.40.137,7547,50713
Traffic Log,FR,150.137.82.36,2.13.117.157,7547,62834
Traffic Log,FR,143.46.236.88,2.13.215.196,7547,12314
Traffic Log,FR,143.213.12.152,2.12.145.38,7547,4579
Traffic Log,FR,150.137.163.221,2.12.127.248,7547,23858
Traffic Log,FR,150.133.93.241,2.12.239.126,7547,59298
Traffic Log,FR,143.214.124.4,2.12.199.76,7547,2809
Traffic Log,FR,150.137.110.93,2.12.25.162,7547,23470
Traffic Log,FR,150.133.242.50,2.12.250.203,7547,2220
Traffic Log,FR,143.214.207.193,2.12.72.50,7547,42492
Traffic Log,FR,141.190.230.251,2.12.54.248,7547,9656
Traffic Log,FR,155.5.208.65,2.13.124.225,7547,57195
Traffic Log,FR,143.46.168.98,2.12.250.203,7547,48012
Traffic Log,FR,155.5.91.226,2.13.216.223,7547,56960
Traffic Log,FR,150.137.189.121,2.13.215.196,7547,12314
Traffic Log,FR,143.46.221.127,2.12.125.226,7547,18127
Traffic Log,FR,155.5.33.57,2.13.209.169,7547,24849
Traffic Log,FR,143.46.205.249,2.13.137.66,7547,57934
Traffic Log,FR,143.213.41.255,2.12.250.203,7547,48012
Traffic Log,FR,143.45.168.86,2.13.117.36,7547,60593
Traffic Log,FR,155.5.133.188,2.12.146.49,7547,32013
Traffic Log,FR,143.212.180.96,2.12.25.162,7547,23470
Traffic Log,FR,143.212.109.77,2.12.72.50,7547,13032
Traffic Log,FR,150.137.72.84,2.12.25.162,7547,23470
Traffic Log,FR,143.213.102.135,2.12.57.114,7547,4729
Traffic Log,FR,143.46.224.190,2.13.115.119,7547,39026
Traffic Log,FR,143.212.93.167,2.13.85.49,7547,39951
Traffic Log,FR,143.213.184.235,2.13.209.169,7547,24849
Traffic Log,FR,150.133.207.52,2.12.237.143,7547,12153
Traffic Log,FR,143.212.217.129,2.12.60.65,7547,18971
Traffic Log,FR,143.45.31.34,2.12.159.194,7547,39847
Traffic Log,FR,143.45.68.129,2.12.25.232,7547,7007
Traffic Log,FR,143.213.28.3,2.13.115.119,7547,39026
Traffic Log,FR,143.45.128.121,2.12.237.143,7547,12153
Traffic Log,FR,155.6.84.208,2.13.167.159,7547,48994
Traffic Log,FR,143.212.24.165,2.13.214.52,7547,15900
Traffic Log,FR,143.213.209.50,2.13.215.55,7547,6358
Traffic Log,FR,141.190.184.209,2.12.149.222,7547,63257
Traffic Log,FR,150.137.196.157,2.12.23.78,7547,46310
Traffic Log,FR,143.212.122.54,2.13.127.61,7547,47626
Traffic Log,FR,143.212.196.134,2.13.83.45,7547,1235
Traffic Log,FR,150.137.138.173,2.12.123.119,7547,7333
Traffic Log,FR,143.213.255.144,2.12.23.78,7547,13608
Traffic Log,FR,143.213.209.201,2.13.71.11,7547,61481
Traffic Log,FR,143.214.23.63,2.13.202.98,7547,19581
Traffic Log,FR,143.214.60.152,2.12.25.162,7547,23470
Traffic Log,FR,143.46.59.32,2.12.25.162,7547,23470
Traffic Log,FR,155.6.23.2,2.13.115.119,7547,39026
Traffic Log,FR,143.214.130.57,2.12.199.76,7547,2809
Traffic Log,FR,143.214.158.11,2.12.72.213,7547,28492
Traffic Log,FR,143.213.168.67,2.13.86.124,7547,17645
Traffic Log,FR,141.190.181.130,2.12.23.78,7547,46310
Traffic Log,FR,150.137.153.96,2.12.25.162,7547,23470
Traffic Log,FR,150.133.60.214,2.13.86.124,7547,34211
Traffic Log,FR,155.6.186.118,2.13.115.119,7547,49128
Traffic Log,FR,150.137.167.183,2.12.60.65,7547,27262
Traffic Log,FR,143.214.247.194,2.13.119.205,7547,16451
Traffic Log,FR,143.45.108.213,2.13.193.170,7547,54801
Traffic Log,FR,143.45.142.201,2.13.71.11,7547,26862
Traffic Log,FR,155.6.41.223,2.12.199.76,7547,2809
Traffic Log,FR,141.190.112.89,2.13.202.98,7547,56448
Traffic Log,FR,141.190.40.254,2.13.83.45,7547,1235
Traffic Log,FR,141.190.4.98,2.12.25.162,7547,23470
Traffic Log,FR,143.214.15.120,2.12.56.37,7547,50102
Traffic Log,FR,143.213.172.4,2.13.114.141,7547,32341
Traffic Log,FR,143.45.114.226,2.13.74.62,7547,2384
Traffic Log,FR,150.137.101.1,2.13.137.66,7547,5764
Traffic Log,FR,155.5.122.133,2.12.25.162,7547,23470
Traffic Log,FR,143.46.106.155,2.13.138.171,7547,8142
Traffic Log,FR,143.46.185.11,2.13.115.119,7547,39026
Traffic Log,FR,150.149.5.233,2.13.229.101,7547,51510
Traffic Log,FR,155.5.129.8,2.13.117.157,7547,57075
Traffic Log,FR,143.45.184.188,2.13.80.233,7547,8009
Traffic Log,FR,150.133.8.7,2.13.98.8,7547,44116
Traffic Log,FR,143.45.111.103,2.13.167.159,7547,33521
Traffic Log,FR,143.212.143.36,2.12.40.137,7547,50713
Traffic Log,FR,143.212.176.176,2.12.146.49,7547,32013
Traffic Log,FR,143.213.116.202,2.13.125.177,7547,53192
Traffic Log,FR,143.214.130.252,2.12.159.194,7547,39847
Traffic Log,FR,155.6.250.194,2.13.215.174,7547,24146
Traffic Log,FR,155.6.211.199,2.13.146.250,55990,55866
Traffic Log,FR,155.6.211.199,2.13.21.77,55990,17012
Traffic Log,FR,204.37.170.188,2.13.215.55,7547,58672
Traffic Log,FR,150.137.147.14,2.13.112.223,7547,1477
Traffic Log,FR,150.133.147.27,2.12.25.162,7547,23470
Traffic Log,FR,141.190.133.170,2.12.169.159,7547,50713
Traffic Log,FR,150.137.199.103,2.12.127.248,7547,23858
Traffic Log,FR,141.190.4.107,2.12.54.248,7547,53369
Traffic Log,FR,150.137.117.185,2.12.57.114,7547,41996
Traffic Log,FR,155.6.238.192,2.12.184.185,7547,64935
Traffic Log,FR,155.6.212.71,2.13.53.240,55990,56862
Traffic Log,FR,143.45.108.63,2.13.117.21,7547,58493
Traffic Log,FR,150.133.115.148,2.13.214.52,7547,46042
Traffic Log,FR,143.45.227.133,2.13.209.169,7547,24849
Traffic Log,FR,143.212.11.251,2.12.237.143,7547,63249
Traffic Log,FR,143.214.132.224,2.13.85.49,7547,22351
Traffic Log,FR,150.137.149.158,2.13.119.205,7547,16451
Traffic Log,FR,141.190.27.57,2.13.115.119,7547,39026
Traffic Log,FR,143.46.147.133,2.12.25.162,7547,23470
Traffic Log,FR,155.6.120.230,2.12.199.76,7547,65444
Traffic Log,FR,150.137.85.224,2.13.117.21,7547,26344
Traffic Log,FR,143.213.218.24,2.13.232.124,7547,35190
Traffic Log,FR,143.214.245.195,2.13.216.223,7547,56960
Traffic Log,FR,150.133.179.40,2.13.85.49,7547,15558
Traffic Log,FR,150.137.181.171,2.12.25.162,7547,23470
Traffic Log,FR,143.213.66.66,2.12.25.162,7547,23470
Traffic Log,FR,143.214.89.187,2.12.237.143,7547,12153
Traffic Log,FR,143.213.243.186,2.13.81.6,7547,30791
Traffic Log,FR,143.213.234.14,2.13.214.52,7547,14891
Traffic Log,FR,155.5.221.56,2.12.72.50,7547,13032
Traffic Log,FR,143.214.75.132,2.13.124.191,7547,15148
Traffic Log,FR,141.190.4.24,2.13.121.4,7547,11613
Traffic Log,FR,150.137.108.44,2.12.237.143,7547,15006
Traffic Log,FR,155.6.133.74,2.12.108.121,7547,49355
Traffic Log,FR,150.133.18.232,2.13.117.21,7547,26344
Traffic Log,FR,143.212.170.247,2.12.60.65,7547,9305
Traffic Log,FR,155.6.44.60,2.13.111.213,7547,63776
Traffic Log,FR,141.190.64.180,2.13.117.74,7547,10825
Traffic Log,FR,143.213.129.248,2.13.98.8,7547,44116
Traffic Log,FR,143.214.11.188,2.13.96.186,7547,14657
Traffic Log,FR,143.212.206.30,2.12.25.162,7547,23470
Traffic Log,FR,155.5.82.226,2.13.119.205,7547,16451
Traffic Log,FR,144.104.204.26,2.13.214.52,7547,46042
Traffic Log,FR,143.214.8.185,2.12.123.119,7547,10533
Traffic Log,FR,150.137.195.42,2.13.98.8,7547,48955
Traffic Log,FR,143.213.153.152,2.13.167.159,7547,44996
Traffic Log,FR,150.133.17.84,2.13.167.159,7547,24390
Traffic Log,FR,143.213.164.199,2.13.123.130,7547,19835
Traffic Log,FR,150.137.151.132,2.12.25.162,7547,23470
Traffic Log,FR,143.213.130.70,2.13.123.130,7547,15221
Traffic Log,FR,155.6.234.201,2.13.167.159,7547,33521
Traffic Log,FR,143.213.25.184,2.13.121.128,7547,30665
Traffic Log,FR,155.6.149.67,2.13.124.217,7547,10914
Traffic Log,FR,143.46.65.19,2.13.117.21,7547,58493
Traffic Log,FR,143.45.8.64,2.13.86.124,7547,34211
Traffic Log,GB,141.190.237.45,2.25.196.242,7547,55516
Traffic Log,FR,143.212.168.158,2.14.194.30,7547,5043
Traffic Log,GB,141.190.184.147,2.24.35.40,7547,1873
Traffic Log,FR,143.46.228.188,2.14.56.52,7547,16583
Traffic Log,FR,143.214.167.131,2.13.239.131,7547,24226
Traffic Log,FR,141.190.162.31,2.14.16.72,7547,51644
Traffic Log,FR,141.190.46.139,2.14.169.87,7547,1233
Traffic Log,FR,143.212.129.249,2.14.197.154,7547,51081
Traffic Log,FR,143.213.54.157,2.14.169.87,7547,35124
Traffic Log,FR,150.137.120.165,2.14.67.145,7547,1270
Traffic Log,FR,143.212.52.215,2.14.160.72,7547,24638
Traffic Log,FR,155.6.212.55,2.14.211.33,55982,50590
Traffic Log,GB,155.5.145.92,2.24.235.162,7547,34037
Traffic Log,FR,143.212.15.104,2.14.72.29,7547,39039
Traffic Log,FR,155.5.213.89,2.13.241.223,7547,21034
Traffic Log,FR,155.6.211.199,2.15.6.7,55990,56841
Traffic Log,FR,143.45.145.92,2.14.169.122,7547,32792
Traffic Log,GB,143.212.144.236,2.24.235.162,7547,19995
Traffic Log,GB,155.6.212.55,2.24.1.25,55982,11718
Traffic Log,FR,143.214.102.242,2.14.171.208,7547,65194
Traffic Log,GB,155.6.212.55,2.27.147.17,55982,64339
Traffic Log,FR,143.46.101.186,2.14.67.145,7547,28492
Traffic Log,GB,155.6.212.55,2.27.189.41,55982,56971
Traffic Log,GB,155.6.211.183,2.27.139.210,55982,56413
Traffic Log,FR,155.6.163.254,2.13.249.240,7547,10293
Traffic Log,FR,150.149.3.193,2.14.94.114,7547,58282
Traffic Log,GB,155.6.212.55,2.25.255.181,55982,63817
Traffic Log,GB,155.5.31.17,2.24.235.162,7547,2803
Traffic Log,FR,143.46.192.252,2.14.159.31,7547,50713
Traffic Log,GB,155.5.185.56,2.28.70.133,7547,38552
Traffic Log,FR,143.214.88.197,2.13.239.131,7547,36833
Traffic Log,FR,143.214.203.5,2.14.160.72,7547,46884
Traffic Log,FR,150.137.197.185,2.14.158.123,7547,12805
Traffic Log,GB,141.190.224.60,2.24.235.162,7547,49919
Traffic Log,FR,155.6.25.20,2.14.72.29,7547,59363
Traffic Log,GB,143.45.244.24,2.24.35.40,7547,28197
Traffic Log,FR,150.137.144.133,2.14.66.52,7547,43712
Traffic Log,FR,155.6.237.153,2.14.169.87,7547,1233
Traffic Log,GB,150.133.154.220,2.24.58.25,7547,10196
Traffic Log,GB,155.6.211.183,2.27.139.210,55982,57163
Traffic Log,FR,143.214.128.240,2.13.248.117,7547,15630
Traffic Log,GB,143.213.221.170,2.24.35.40,7547,54379
Traffic Log,GB,143.213.189.235,2.25.196.223,7547,4533
Traffic Log,GB,155.6.211.199,2.26.93.91,55990,49785
Traffic Log,FR,141.190.133.7,2.13.254.241,7547,6878
Traffic Log,FR,143.46.4.180,2.14.196.53,7547,24022
Traffic Log,GB,155.6.211.183,2.27.139.210,55982,60889
Traffic Log,FR,143.213.143.147,2.14.79.68,7547,43203
Traffic Log,GB,143.46.52.196,2.24.235.0,7547,56995
Traffic Log,GB,143.214.88.217,2.27.129.118,7547,38988
Traffic Log,FR,150.137.2.198,2.13.242.58,7547,48528
Traffic Log,GB,155.5.211.51,2.25.196.242,7547,19211
Traffic Log,GB,143.45.236.210,2.25.196.242,7547,7668
Traffic Log,GB,155.6.146.88,2.25.196.246,7547,29820
Traffic Log,GB,155.5.211.181,2.27.169.85,55982,54752
Traffic Log,GB,155.5.145.117,2.24.137.203,55982,44594
Traffic Log,GB,150.133.24.133,2.25.196.223,7547,22343
Traffic Log,FR,143.213.68.248,2.14.66.52,7547,43712
Traffic Log,FR,155.6.86.152,2.14.171.208,7547,52559
Traffic Log,GB,155.5.212.69,2.24.162.146,55990,57191
Traffic Log,GB,143.213.240.140,2.25.196.223,7547,38853
Traffic Log,FR,143.45.245.250,2.14.196.53,7547,65389
Traffic Log,FR,155.6.212.55,2.15.154.48,55982,60054
Traffic Log,GB,143.213.102.201,2.24.35.40,7547,54379
Traffic Log,FR,150.137.219.134,2.14.67.184,7547,26045
Traffic Log,FR,143.214.29.128,2.14.171.208,7547,65194
Traffic Log,GB,141.190.29.171,2.24.235.162,7547,57857
Traffic Log,FR,155.6.84.157,2.13.240.61,7547,56678
Traffic Log,GB,155.5.212.69,2.24.162.146,55990,57191
Traffic Log,FR,150.137.59.104,2.14.209.179,7547,42901
Traffic Log,FR,143.214.88.197,2.13.239.131,7547,36833
Traffic Log,FR,143.46.231.185,2.14.220.63,7547,57167
Traffic Log,FR,143.212.194.33,2.14.220.63,7547,39652
Traffic Log,GB,155.5.211.181,2.28.59.149,55982,17623
Traffic Log,GB,143.212.199.120,2.25.80.66,37740,18209
Traffic Log,FR,141.190.201.102,2.14.71.121,7547,38110
Traffic Log,FR,143.212.114.14,2.13.240.88,7547,2944
Traffic Log,GB,143.212.199.120,2.25.80.66,37740,18209
Traffic Log,FR,141.190.209.54,2.14.74.193,7547,24142
Traffic Log,FR,155.6.191.71,2.13.239.131,7547,24226
Traffic Log,GB,155.5.212.53,2.27.77.4,55982,56875
Traffic Log,GB,155.6.211.183,2.26.144.170,55982,33757
Traffic Log,GB,155.6.211.183,2.27.139.210,55982,63922
Traffic Log,FR,143.214.88.29,2.14.158.123,7547,38072
Traffic Log,GB,155.5.212.69,2.24.253.32,7414,59198
Traffic Log,FR,150.133.49.189,2.14.169.122,7547,32792
Traffic Log,FR,143.214.218.190,2.14.156.10,7547,31859
Traffic Log,FR,150.137.252.207,2.13.247.191,7547,24511
Traffic Log,GB,143.213.209.145,2.24.71.122,32761,15179
Traffic Log,FR,150.137.104.249,2.13.255.70,7547,26666
Traffic Log,FR,155.6.212.55,2.14.211.33,55982,58808
Traffic Log,FR,143.46.219.26,2.14.169.122,7547,9755
Traffic Log,GB,155.6.212.55,2.27.193.199,55982,53242
Traffic Log,GB,155.6.211.183,2.24.43.184,55982,63025
Traffic Log,FR,155.5.185.112,2.13.240.61,7547,56678
Traffic Log,FR,143.214.232.152,2.14.156.10,7547,42744
Traffic Log,GB,150.133.150.103,2.25.80.66,65185,18209
Traffic Log,GB,143.214.215.89,2.24.235.0,7547,64812
Traffic Log,GB,155.6.211.183,2.27.139.210,55982,51137
Traffic Log,GB,155.5.211.181,2.28.49.13,55982,60126
Traffic Log,FR,143.45.104.228,2.14.72.29,7547,39039
Traffic Log,GB,155.5.241.72,2.24.235.162,7547,5034
Traffic Log,FR,150.133.32.134,2.13.243.77,7547,10914
Traffic Log,FR,143.212.167.75,2.13.249.240,7547,47127
Traffic Log,FR,155.5.46.54,2.14.158.123,7547,38072
Traffic Log,FR,143.213.154.29,2.14.67.184,7547,7690
Traffic Log,GB,155.6.211.183,2.27.139.210,55982,29704
Traffic Log,GB,143.45.141.22,2.24.58.25,7547,8875
Traffic Log,FR,143.45.151.6,2.13.253.106,7547,30046
Traffic Log,GB,141.190.218.67,2.24.235.162,7547,16280
Traffic Log,GB,143.212.185.114,2.24.35.40,7547,54379
Traffic Log,GB,143.212.5.130,2.27.129.56,7547,4652
Traffic Log,FR,155.6.212.55,2.14.211.33,55982,50590
Traffic Log,GB,143.45.243.74,2.25.196.223,7547,55479
Traffic Log,GB,143.214.255.145,2.24.71.122,32761,17994
Traffic Log,FR,150.137.116.32,2.13.240.167,7547,22285
Traffic Log,FR,150.133.84.208,2.14.80.56,7547,38776
Traffic Log,FR,150.137.205.248,2.14.196.58,7547,34238
Traffic Log,FR,150.133.251.80,2.14.94.114,7547,32335
Traffic Log,FR,141.190.133.7,2.13.254.241,7547,6878
Traffic Log,FR,150.133.121.198,2.13.239.131,7547,24226
Traffic Log,GB,155.5.68.90,2.27.131.91,7547,31692
Traffic Log,GB,150.133.221.135,2.25.196.223,7547,29809
Traffic Log,FR,141.190.28.57,2.14.72.29,7547,1532
Traffic Log,GB,155.5.211.197,2.24.220.47,55990,33364
Traffic Log,GB,155.5.211.181,2.28.49.13,55982,54684
Traffic Log,FR,150.133.196.185,2.14.196.58,7547,4732
Traffic Log,FR,155.6.212.55,2.14.211.33,55982,42344
Traffic Log,FR,143.213.255.56,2.13.240.61,7547,56678
Traffic Log,FR,141.190.115.180,2.14.30.4,7547,4683
Traffic Log,FR,143.214.79.133,2.14.196.58,7547,50499
Traffic Log,GB,155.5.211.181,2.28.49.13,55982,56003
Traffic Log,GB,155.6.212.55,2.24.35.182,55982,50178
Traffic Log,FR,155.5.76.96,2.13.241.151,7547,10170
Traffic Log,FR,155.6.46.61,2.13.242.68,7547,18693
Traffic Log,FR,150.133.149.21,2.13.255.70,7547,26666
Traffic Log,FR,155.6.212.55,2.14.211.33,55982,42344
Traffic Log,GB,155.6.178.5,2.25.196.242,7547,55516
Traffic Log,FR,141.190.172.170,2.13.241.151,7547,27146
Traffic Log,FR,143.46.135.206,2.14.209.179,7547,42901
Traffic Log,GB,155.6.211.183,2.27.139.210,55982,53050
Traffic Log,FR,150.137.23.25,2.13.241.223,7547,21034
Traffic Log,FR,155.6.15.77,2.13.240.61,7547,65006
Traffic Log,GB,143.45.244.153,2.27.131.91,7547,31692
Traffic Log,GB,155.6.212.55,2.27.147.17,55982,64339
Traffic Log,FR,155.5.212.69,2.14.51.154,55990,55004
Traffic Log,FR,143.45.167.254,2.14.66.52,7547,43712
Traffic Log,FR,141.190.187.180,2.14.79.68,7547,64586
Traffic Log,GB,155.5.145.117,2.27.237.97,55982,53311
Traffic Log,FR,143.45.138.25,2.14.194.30,7547,62484
Traffic Log,GB,155.6.211.199,2.28.93.188,55990,54384
Traffic Log,GB,155.5.91.149,2.28.70.133,7547,38552
Traffic Log,GB,158.9.36.160,2.28.70.133,7547,38552
Traffic Log,FR,143.214.151.195,2.14.169.122,7547,32792
Traffic Log,GB,141.190.73.97,2.24.235.130,7547,9613
Traffic Log,FR,150.137.128.56,2.14.185.155,7547,36507
Traffic Log,GB,155.5.21.94,2.25.196.242,7547,37469
Traffic Log,GB,155.5.211.181,2.27.169.85,55982,57059
Traffic Log,FR,143.213.0.222,2.13.240.167,7547,59887
Traffic Log,GB,155.5.212.69,2.24.253.32,7414,59198
Traffic Log,GB,155.6.211.183,2.27.139.210,55982,59787
Traffic Log,FR,155.5.110.249,2.13.246.202,7547,17884
Traffic Log,FR,155.5.230.185,2.14.158.123,7547,38072
Traffic Log,FR,143.212.194.33,2.14.220.63,7547,39652
Traffic Log,GB,155.6.211.183,2.27.139.210,55982,63922
Traffic Log,FR,155.5.67.220,2.13.241.61,7547,4859
Traffic Log,FR,155.6.205.167,2.14.216.201,7547,33660
Traffic Log,GB,155.5.211.197,2.26.222.131,55990,49570
Traffic Log,GB,155.5.185.56,2.28.70.133,7547,38552
Traffic Log,GB,155.6.211.183,2.24.24.252,55982,56882
Traffic Log,FR,150.133.153.71,2.14.196.58,7547,39436
Traffic Log,FR,141.190.133.7,2.13.254.241,7547,6878
Traffic Log,FR,143.214.188.163,2.14.34.42,7547,56183
Traffic Log,GB,155.6.212.55,2.26.48.4,55982,57854
Traffic Log,FR,143.212.107.13,2.14.80.56,7547,38776
Traffic Log,FR,155.5.152.231,2.14.56.85,7547,28744
Traffic Log,GB,155.6.211.183,2.27.139.210,55982,65078
Traffic Log,FR,150.137.115.75,2.14.79.68,7547,55333
Traffic Log,GB,155.6.212.55,2.25.255.181,55982,63817
Traffic Log,FR,143.45.95.198,2.13.246.202,7547,1166
Traffic Log,GB,143.214.70.67,2.25.196.223,7547,38853
Traffic Log,GB,155.6.211.183,2.24.24.252,55982,56882
Traffic Log,GB,155.5.212.69,2.24.162.146,55990,57191
Traffic Log,GB,143.214.79.145,2.24.35.40,7547,1873
Traffic Log,GB,155.6.112.227,2.24.235.162,7547,62262
