CATEGORY_EVENT,COUNTRY_SRC,IP_DST,IP_SRC,PORT_DST,PORT_SRC
Traffic Log,GB,155.6.67.61,2.96.5.182,7547,62472
Traffic Log,GB,141.190.135.175,2.96.5.219,7547,7976
Traffic Log,GB,155.5.22.82,2.96.5.107,7547,31147
Traffic Log,GB,155.6.18.14,2.96.5.101,7547,56980
Traffic Log,GB,150.137.198.144,2.96.5.39,7547,41686
Traffic Log,GB,150.133.100.234,2.96.5.49,7547,59635
Traffic Log,GB,155.5.173.101,2.96.5.114,7547,60903
Traffic Log,GB,150.133.171.51,2.96.5.157,7547,46394
Traffic Log,GB,143.214.75.237,2.96.5.157,7547,47597
Traffic Log,GB,143.45.58.103,2.96.5.123,7547,50597
Traffic Log,GB,143.213.73.187,2.96.5.68,7547,3418
Traffic Log,GB,150.133.10.57,2.96.5.107,7547,22575
Traffic Log,GB,150.133.66.143,2.96.5.133,7547,20683
Traffic Log,GB,143.214.28.165,2.96.7.28,7547,50021
Traffic Log,GB,141.190.144.191,2.96.5.31,7547,27861
Traffic Log,GB,143.213.99.93,2.96.5.58,7547,25031
Traffic Log,GB,155.6.42.152,2.96.5.245,7547,26085
Traffic Log,GB,143.46.19.167,2.96.5.250,7547,60019
Traffic Log,GB,150.137.163.76,2.96.5.175,7547,64748
Traffic Log,GB,143.213.36.166,2.96.5.44,7547,47510
Traffic Log,GB,143.212.87.31,2.96.7.11,7547,31114
Traffic Log,GB,143.213.234.210,2.96.7.19,7547,10881
Traffic Log,GB,143.212.104.122,2.96.7.37,7547,38082
Traffic Log,GB,155.5.29.9,2.96.5.250,7547,60019
Traffic Log,GB,143.45.186.95,2.96.5.204,7547,62667
Traffic Log,GB,141.190.145.253,2.96.5.80,7547,3848
Traffic Log,GB,155.6.176.5,2.96.5.134,7547,25946
Traffic Log,GB,150.137.23.193,2.96.5.219,7547,11899
Traffic Log,GB,143.213.20.179,2.96.5.107,7547,40872
Traffic Log,GB,141.190.143.52,2.96.5.19,7547,23833
Traffic Log,GB,155.6.169.99,2.96.5.58,7547,26787
Traffic Log,GB,143.212.79.164,2.96.5.172,7547,33417
Traffic Log,GB,143.45.64.89,2.96.5.242,7547,47073
Traffic Log,GB,143.212.66.230,2.96.5.37,7547,31726
Traffic Log,GB,143.214.141.167,2.96.5.58,7547,19014
Traffic Log,GB,155.6.31.157,2.96.5.182,7547,64687
Traffic Log,GB,143.213.89.134,2.96.5.81,7547,43289
Traffic Log,GB,155.5.123.153,2.96.5.76,7547,7452
Traffic Log,GB,143.212.217.246,2.96.5.45,7547,34648
Traffic Log,GB,143.45.15.70,2.96.5.204,7547,23059
Traffic Log,GB,143.214.33.191,2.96.5.175,7547,64748
Traffic Log,GB,150.133.72.160,2.96.5.37,7547,8535
Traffic Log,GB,143.214.177.30,2.96.5.250,7547,4796
Traffic Log,GB,155.5.78.251,2.96.5.175,7547,52776
Traffic Log,GB,150.137.235.31,2.96.5.58,7547,5963
Traffic Log,GB,150.133.86.101,2.96.5.103,7547,59371
Traffic Log,GB,143.212.147.29,2.96.5.39,7547,5142
Traffic Log,GB,155.5.248.5,2.96.5.144,7547,32001
Traffic Log,GB,143.45.89.88,2.96.5.219,7547,52795
Traffic Log,GB,143.45.55.169,2.96.5.123,7547,29775
Traffic Log,GB,143.46.57.146,2.96.5.49,7547,59635
Traffic Log,GB,143.46.23.104,2.96.5.103,7547,32506
Traffic Log,GB,143.46.80.247,2.96.5.232,7547,30103
Traffic Log,GB,143.45.86.199,2.96.5.15,7547,35764
Traffic Log,GB,143.212.57.56,2.96.5.101,7547,49883
Traffic Log,GB,155.5.93.25,2.96.5.72,7547,31431
Traffic Log,GB,143.214.109.191,2.96.5.135,7547,10977
Traffic Log,GB,143.213.169.227,2.96.5.114,7547,60903
Traffic Log,GB,150.137.79.223,2.96.5.132,7547,15643
Traffic Log,GB,143.212.233.191,2.96.5.132,7547,15643
Traffic Log,GB,141.190.176.188,2.96.5.68,7547,36843
Traffic Log,GB,155.5.93.237,2.96.5.242,7547,61212
Traffic Log,GB,150.133.182.219,2.96.5.210,7547,34052
Traffic Log,GB,143.45.181.195,2.96.5.44,7547,7663
Traffic Log,GB,150.137.124.51,2.96.5.101,7547,14178
Traffic Log,GB,150.133.27.21,2.96.5.44,7547,7663
Traffic Log,GB,155.6.22.219,2.96.5.149,7547,23981
Traffic Log,GB,150.137.206.157,2.96.5.58,7547,26787
Traffic Log,GB,143.214.70.66,2.96.5.135,7547,38635
Traffic Log,GB,143.45.214.1,2.96.5.128,7547,18714
Traffic Log,GB,143.46.160.142,2.96.5.121,7547,52405
Traffic Log,GB,155.5.228.54,2.96.5.123,7547,50597
Traffic Log,GB,155.5.89.73,2.96.5.233,7547,44754
Traffic Log,GB,143.214.109.213,2.96.7.66,7547,8393
Traffic Log,GB,150.133.145.139,2.96.5.68,7547,15331
Traffic Log,GB,155.5.79.55,2.96.5.139,7547,61244
Traffic Log,GB,143.45.149.41,2.96.5.76,7547,12244
Traffic Log,GB,143.213.135.60,2.96.5.175,7547,64748
Traffic Log,GB,155.5.171.63,2.96.5.238,7547,39999
Traffic Log,GB,155.5.23.121,2.96.5.134,7547,25946
Traffic Log,GB,155.5.201.61,2.96.5.39,7547,5142
Traffic Log,GB,155.5.82.65,2.96.5.140,7547,4796
Traffic Log,GB,141.190.181.168,2.96.5.39,7547,5142
Traffic Log,GB,143.214.19.25,2.96.5.107,7547,60276
Traffic Log,GB,141.190.179.178,2.96.5.58,7547,40275
Traffic Log,GB,143.214.93.189,2.96.5.45,7547,19606
Traffic Log,GB,143.46.209.95,2.96.5.157,7547,14471
Traffic Log,GB,150.137.62.137,2.96.5.242,7547,55127
Traffic Log,GB,150.137.56.93,2.96.5.18,7547,18091
Traffic Log,GB,143.46.177.10,2.96.5.175,7547,60819
Traffic Log,GB,150.133.63.56,2.96.5.37,7547,6368
Traffic Log,GB,143.46.138.177,2.96.5.116,7547,33018
Traffic Log,GB,143.214.211.191,2.96.5.130,7547,5767
Traffic Log,GB,150.137.56.224,2.96.5.81,7547,51724
Traffic Log,GB,150.137.83.90,2.96.5.129,7547,23264
Traffic Log,GB,150.137.165.192,2.96.5.68,7547,33690
Traffic Log,GB,143.46.254.67,2.96.5.198,7547,42596
Traffic Log,GB,155.5.161.244,2.96.5.58,7547,24659
Traffic Log,GB,155.6.185.55,2.96.5.45,7547,4796
Traffic Log,GB,150.137.173.108,2.96.5.121,7547,49122
Traffic Log,GB,155.5.202.216,2.96.5.157,7547,40040
Traffic Log,GB,143.213.42.186,2.96.5.139,7547,50288
Traffic Log,GB,143.212.193.201,2.96.5.121,7547,20934
Traffic Log,GB,155.6.131.161,2.96.5.232,7547,51456
Traffic Log,GB,143.212.176.153,2.96.5.86,7547,2627
Traffic Log,GB,150.133.69.132,2.96.5.135,7547,38009
Traffic Log,GB,155.5.155.232,2.96.5.107,7547,31039
Traffic Log,GB,143.214.46.86,2.96.5.81,7547,28486
Traffic Log,GB,143.45.121.83,2.96.5.121,7547,44490
Traffic Log,GB,141.190.123.70,2.96.5.107,7547,49977
Traffic Log,GB,143.46.19.226,2.96.5.39,7547,5142
Traffic Log,GB,155.5.214.174,2.96.5.157,7547,24812
Traffic Log,GB,143.46.80.200,2.96.5.139,7547,16745
Traffic Log,GB,150.133.89.247,2.96.5.129,7547,2314
Traffic Log,GB,143.213.23.23,2.96.5.140,7547,4796
Traffic Log,GB,143.212.218.255,2.96.5.135,7547,26200
Traffic Log,GB,150.137.53.222,2.96.5.24,7547,59003
Traffic Log,GB,143.212.215.0,2.96.5.245,7547,20167
Traffic Log,GB,143.213.89.184,2.96.5.81,7547,13474
Traffic Log,GB,143.46.153.96,2.96.5.76,7547,32571
Traffic Log,GB,155.6.170.9,2.96.7.37,7547,28485
Traffic Log,GB,155.5.38.250,2.96.5.175,7547,64748
Traffic Log,GB,143.45.192.34,2.96.5.135,7547,37292
Traffic Log,GB,143.46.2.197,2.96.5.140,7547,4796
Traffic Log,GB,155.6.158.9,2.96.5.58,7547,26787
Traffic Log,GB,143.212.160.102,2.96.5.103,7547,40194
Traffic Log,GB,150.133.64.115,2.96.5.44,7547,7663
Traffic Log,GB,143.214.149.206,2.96.5.140,7547,30339
Traffic Log,GB,143.46.95.149,2.96.5.140,7547,4796
Traffic Log,GB,143.213.196.141,2.96.5.39,5555,5142
Traffic Log,GB,143.214.68.41,2.96.5.117,7547,23210
Traffic Log,GB,155.6.65.109,2.96.5.67,7547,48835
Traffic Log,GB,143.45.58.103,2.96.5.123,7547,50597
Traffic Log,GB,150.149.5.204,2.96.5.140,7547,18359
Traffic Log,GB,143.214.77.240,2.96.5.58,7547,11222
Traffic Log,GB,143.212.22.25,2.96.5.107,7547,52874
Traffic Log,GB,143.214.237.201,2.96.7.66,7547,8393
Traffic Log,GB,143.214.161.179,2.96.5.39,7547,5142
Traffic Log,GB,143.213.78.217,2.96.5.58,7547,26787
Traffic Log,GB,143.213.175.12,2.96.5.118,7547,7955
Traffic Log,GB,143.46.62.57,2.96.5.175,7547,14546
Traffic Log,GB,155.6.232.81,2.96.5.102,7547,38952
Traffic Log,GB,143.214.252.63,2.96.5.44,7547,7663
Traffic Log,GB,141.190.193.26,2.96.5.107,7547,31147
Traffic Log,GB,150.133.5.83,2.96.5.91,7547,54942
Traffic Log,GB,150.133.46.57,2.96.5.101,7547,11655
Traffic Log,GB,143.214.84.32,2.96.5.228,7547,12306
Traffic Log,GB,143.214.57.11,2.96.5.175,7547,64748
Traffic Log,GB,150.133.39.237,2.96.5.128,7547,32262
Traffic Log,GB,150.137.84.76,2.96.5.37,7547,31726
Traffic Log,GB,143.213.92.145,2.96.5.101,7547,54068
Traffic Log,GB,150.137.48.133,2.96.5.116,7547,33875
Traffic Log,GB,155.6.145.202,2.96.5.15,7547,35764
Traffic Log,GB,141.190.195.209,2.96.5.103,7547,45812
Traffic Log,GB,143.45.157.144,2.96.5.182,7547,20016
Traffic Log,GB,143.46.224.40,2.96.5.132,7547,11421
Traffic Log,GB,143.45.11.58,2.96.5.40,7547,34786
Traffic Log,GB,143.46.238.231,2.96.5.175,7547,51371
Traffic Log,GB,155.5.206.101,2.96.5.139,7547,9452
Traffic Log,GB,143.214.254.252,2.96.5.84,7547,36675
Traffic Log,GB,150.133.147.199,2.96.5.175,7547,17013
Traffic Log,GB,143.213.242.230,2.96.5.126,7547,16180
Traffic Log,GB,143.214.203.40,2.96.5.107,7547,34795
Traffic Log,GB,143.45.224.197,2.96.5.250,7547,60019
Traffic Log,GB,143.214.106.32,2.96.5.160,7547,49814
Traffic Log,GB,150.137.91.35,2.96.5.140,7547,4796
Traffic Log,GB,143.46.218.197,2.96.5.182,7547,20016
Traffic Log,GB,150.137.80.95,2.96.7.26,7547,14223
Traffic Log,GB,155.6.206.219,2.96.5.123,7547,35442
Traffic Log,GB,143.213.56.91,2.96.5.219,7547,16707
Traffic Log,GB,150.133.181.40,2.96.5.103,7547,32506
Traffic Log,GB,143.46.168.123,2.96.5.49,7547,39791
Traffic Log,GB,144.104.201.86,2.96.5.114,7547,54456
Traffic Log,GB,143.214.200.196,2.96.5.182,7547,64687
Traffic Log,GB,155.5.101.221,2.96.5.139,7547,50288
Traffic Log,GB,150.137.178.89,2.96.5.114,7547,45273
Traffic Log,GB,143.214.145.168,2.96.5.133,7547,4840
Traffic Log,GB,143.45.110.208,2.96.5.233,7547,57432
Traffic Log,GB,143.46.189.248,2.96.5.45,7547,13595
Traffic Log,GB,143.212.214.221,2.96.5.107,7547,28187
Traffic Log,GB,143.214.246.162,2.96.5.129,7547,54345
Traffic Log,GB,143.212.189.250,2.96.5.116,7547,39010
Traffic Log,GB,143.45.94.133,2.96.5.37,7547,31726
Traffic Log,GB,143.214.41.233,2.96.5.101,7547,47335
Traffic Log,GB,143.46.156.11,2.96.5.37,7547,63487
Traffic Log,GB,143.214.123.218,2.96.5.45,7547,36758
Traffic Log,GB,143.212.64.192,2.96.5.68,7547,21736
Traffic Log,GB,155.5.129.216,2.96.5.250,7547,60019
Traffic Log,GB,155.5.51.249,2.96.5.219,7547,8154
Traffic Log,GB,150.137.195.13,2.96.5.129,7547,25836
Traffic Log,GB,143.45.193.246,2.96.5.135,7547,6144
Traffic Log,GB,143.212.138.66,2.96.5.128,7547,17249
Traffic Log,GB,143.213.122.48,2.96.5.19,7547,12552
Traffic Log,GB,143.45.124.137,2.96.5.91,7547,13689
Traffic Log,GB,143.45.39.251,2.96.7.64,7547,18068
Traffic Log,GB,143.212.169.91,2.96.5.46,7547,61753
Traffic Log,GB,143.213.216.227,2.96.5.250,7547,60019
Traffic Log,GB,143.212.128.79,2.96.5.37,7547,31726
Traffic Log,GB,155.5.23.246,2.96.5.135,7547,39920
Traffic Log,GB,141.190.233.69,2.96.5.37,7547,24827
Traffic Log,GB,150.133.37.124,2.96.5.31,7547,40573
Traffic Log,GB,143.46.149.152,2.96.5.250,7547,60019
Traffic Log,GB,141.190.26.5,2.96.5.81,7547,62068
Traffic Log,GB,155.6.158.190,2.96.5.90,7547,18991
Traffic Log,GB,141.190.23.67,2.96.5.145,7547,43393
Traffic Log,GB,150.137.95.165,2.96.5.140,7547,4796
Traffic Log,GB,143.213.78.58,2.96.5.157,7547,24960
Traffic Log,GB,141.190.42.56,2.96.5.139,7547,61244
Traffic Log,GB,143.214.196.90,2.96.5.140,7547,4796
Traffic Log,GB,155.6.168.135,2.96.5.75,7547,55400
Traffic Log,GB,155.6.164.135,2.96.5.139,7547,50288
Traffic Log,GB,150.133.175.69,2.96.5.39,7547,59010
Traffic Log,GB,155.5.149.65,2.96.5.107,7547,31147
Traffic Log,GB,141.190.55.188,2.96.5.117,7547,44754
Traffic Log,GB,141.190.88.199,2.96.5.116,7547,52817
Traffic Log,GB,143.45.68.48,2.96.5.233,7547,26408
Traffic Log,GB,143.212.18.105,2.96.5.103,7547,35875
Traffic Log,GB,150.133.114.107,2.96.5.45,7547,58704
Traffic Log,GB,143.45.231.215,2.96.5.107,7547,43974
Traffic Log,GB,143.212.12.122,2.96.5.19,7547,23833
Traffic Log,GB,143.212.100.73,2.96.5.242,7547,20826
Traffic Log,GB,143.213.195.56,2.96.5.144,7547,33095
Traffic Log,GB,155.6.182.205,2.96.5.75,7547,2717
Traffic Log,GB,150.133.16.90,2.96.5.39,7547,5142
Traffic Log,GB,143.212.17.148,2.96.7.64,7547,30790
Traffic Log,GB,155.6.172.7,2.96.5.80,7547,52132
Traffic Log,GB,143.46.66.219,2.96.5.134,7547,5342
Traffic Log,GB,143.45.182.183,2.96.5.140,7547,4796
Traffic Log,GB,143.213.202.155,2.96.5.19,7547,33119
Traffic Log,GB,150.133.136.90,2.96.5.238,7547,36271
Traffic Log,GB,143.212.186.239,2.96.5.144,7547,34014
Traffic Log,GB,155.5.165.133,2.96.5.228,7547,12306
Traffic Log,GB,143.45.37.179,2.96.5.68,7547,23245
Traffic Log,GB,150.133.79.175,2.96.5.182,7547,58708
Traffic Log,GB,143.212.151.2,2.96.5.72,7547,34967
Traffic Log,GB,150.133.43.165,2.96.5.45,7547,11732
Traffic Log,GB,141.190.205.143,2.96.5.219,7547,16707
Traffic Log,GB,150.137.119.248,2.96.5.43,7547,45136
Traffic Log,GB,150.133.107.226,2.96.5.139,7547,8135
Traffic Log,GB,143.213.217.255,2.96.5.139,7547,50937
Traffic Log,GB,141.190.17.88,2.96.5.250,7547,60019
Traffic Log,GB,143.214.9.121,2.96.5.39,7547,5142
Traffic Log,GB,143.214.180.234,2.96.5.39,7547,5142
Traffic Log,GB,143.46.234.225,2.96.7.64,7547,30790
Traffic Log,GB,150.137.239.218,2.96.7.28,7547,6858
Traffic Log,GB,143.213.64.233,2.96.5.157,7547,24812
Traffic Log,GB,141.190.107.17,2.96.5.128,7547,14664
Traffic Log,GB,143.46.31.159,2.96.5.242,7547,51675
Traffic Log,GB,143.214.37.152,2.96.5.75,7547,19381
Traffic Log,GB,141.190.60.95,2.96.5.139,7547,9452
Traffic Log,GB,143.214.173.144,2.96.5.242,7547,61212
Traffic Log,GB,143.212.149.70,2.96.5.44,7547,7663
Traffic Log,GB,155.6.108.186,2.96.5.139,7547,50288
Traffic Log,GB,143.213.129.27,2.96.5.149,7547,1564
Traffic Log,GB,143.45.165.250,2.96.5.44,7547,21840
Traffic Log,GB,155.6.31.236,2.96.5.157,7547,24960
Traffic Log,GB,141.190.6.186,2.96.5.233,7547,58091
Traffic Log,GB,155.5.62.252,2.96.5.128,7547,57148
Traffic Log,GB,150.133.134.173,2.96.5.135,7547,32423
Traffic Log,GB,141.190.117.126,2.96.5.204,7547,23256
Traffic Log,GB,143.212.200.42,2.96.5.139,7547,9452
Traffic Log,GB,141.190.50.114,2.96.5.101,7547,47335
Traffic Log,GB,150.137.89.24,2.96.5.215,7547,39371
Traffic Log,GB,143.46.203.1,2.96.5.126,7547,15144
Traffic Log,GB,150.133.26.154,2.96.5.19,7547,35143
Traffic Log,GB,141.190.95.91,2.96.5.133,7547,62628
Traffic Log,GB,155.6.222.181,2.96.5.238,7547,39999
Traffic Log,GB,143.45.214.88,2.96.7.66,7547,11662
Traffic Log,GB,143.45.214.93,2.96.5.67,7547,48835
Traffic Log,GB,150.137.96.194,2.96.5.139,7547,50288
Traffic Log,GB,143.46.31.12,2.96.5.250,7547,60019
Traffic Log,GB,155.6.188.221,2.96.5.139,7547,9452
Traffic Log,GB,155.5.245.134,2.96.5.250,7547,60019
Traffic Log,GB,143.214.248.60,2.96.5.103,7547,21942
Traffic Log,GB,143.46.254.166,2.96.5.144,7547,20097
Traffic Log,GB,143.46.48.216,2.96.5.149,7547,3392
Traffic Log,GB,143.46.55.88,2.96.5.135,7547,9574
Traffic Log,GB,143.214.177.61,2.96.5.219,7547,22540
Traffic Log,GB,143.46.121.32,2.96.5.128,7547,43137
Traffic Log,GB,155.5.94.118,2.96.5.58,7547,28932
Traffic Log,GB,150.133.153.39,2.96.5.233,7547,58091
Traffic Log,GB,143.212.251.128,2.96.5.46,7547,38962
Traffic Log,GB,143.46.104.108,2.96.5.117,7547,23210
Traffic Log,GB,143.212.147.120,2.96.5.135,7547,38009
Traffic Log,GB,143.214.163.219,2.96.5.139,7547,50288
Traffic Log,GB,150.133.45.3,2.96.5.125,7547,54751
Traffic Log,GB,143.212.48.181,2.96.5.107,7547,49977
Traffic Log,GB,143.46.112.35,2.96.5.139,7547,61244
Traffic Log,GB,143.214.151.101,2.96.5.135,7547,8484
Traffic Log,GB,143.45.78.38,2.96.5.72,7547,40425
Traffic Log,GB,143.45.32.69,2.96.5.39,7547,41686
Traffic Log,GB,143.213.85.14,2.96.5.76,7547,29880
Traffic Log,GB,143.213.119.236,2.96.5.102,7547,56598
Traffic Log,GB,155.5.79.55,2.96.5.139,7547,61244
Traffic Log,GB,155.6.136.61,2.96.5.116,7547,52817
Traffic Log,GB,150.137.95.245,2.96.5.175,7547,64748
Traffic Log,GB,143.213.240.152,2.96.5.39,7547,23081
Traffic Log,GB,143.212.181.219,2.96.5.242,7547,41463
Traffic Log,GB,143.214.165.148,2.96.5.172,7547,52092
Traffic Log,GB,155.6.220.83,2.96.7.26,7547,10260
Traffic Log,GB,150.137.84.20,2.96.5.45,7547,4796
Traffic Log,GB,141.190.90.223,2.96.5.129,7547,16187
Traffic Log,GB,150.133.192.25,2.96.5.132,7547,20558
Traffic Log,GB,143.213.148.38,2.96.5.76,7547,13411
Traffic Log,GB,150.149.6.250,2.96.5.219,7547,28971
Traffic Log,GB,143.212.80.133,2.96.5.107,7547,31147
Traffic Log,GB,143.214.1.120,2.96.5.123,7547,35442
Traffic Log,GB,141.190.199.194,2.96.5.140,7547,4796
Traffic Log,GB,150.137.251.78,2.96.5.107,7547,47551
Traffic Log,GB,141.190.7.57,2.96.5.76,7547,61757
Traffic Log,GB,143.45.175.135,2.96.5.44,7547,21840
Traffic Log,GB,143.45.54.116,2.96.5.45,7547,9342
Traffic Log,GB,143.212.172.85,2.96.5.107,7547,22889
Traffic Log,GB,155.6.127.230,2.96.5.18,7547,42749
Traffic Log,GB,143.46.137.185,2.96.5.144,7547,31161
Traffic Log,GB,155.5.78.135,2.96.5.37,7547,8612
Traffic Log,GB,143.213.168.64,2.96.5.135,7547,6144
Traffic Log,GB,141.190.12.125,2.96.5.39,7547,31950
Traffic Log,GB,155.6.230.190,2.96.5.140,7547,4796
Traffic Log,GB,155.6.203.159,2.96.5.58,7547,26787
Traffic Log,GB,155.5.120.252,2.96.5.39,7547,31950
Traffic Log,GB,143.213.145.18,2.96.5.58,7547,26787
Traffic Log,GB,150.137.15.238,2.96.5.45,7547,9342
Traffic Log,GB,150.137.194.186,2.96.5.44,7547,7663
Traffic Log,GB,141.190.83.171,2.96.5.149,7547,14936
Traffic Log,GB,141.190.231.184,2.96.5.135,7547,26200
Traffic Log,GB,141.190.201.157,2.96.5.107,7547,42622
Traffic Log,GB,143.46.15.220,2.96.5.58,7547,26787
Traffic Log,GB,143.212.214.221,2.96.5.107,7547,28187
Traffic Log,GB,141.190.207.184,2.96.5.58,7547,36624
Traffic Log,GB,143.214.150.10,2.96.5.132,7547,15643
Traffic Log,GB,143.46.38.223,2.96.5.102,7547,9243
Traffic Log,GB,150.133.30.206,2.96.5.118,7547,7955
Traffic Log,GB,141.190.153.1,2.96.5.128,7547,14664
Traffic Log,GB,143.46.103.190,2.96.5.128,7547,5350
Traffic Log,GB,143.212.246.137,2.96.5.44,7547,47510
Traffic Log,GB,150.137.24.200,2.96.5.157,7547,64461
Traffic Log,GB,143.46.181.170,2.96.5.134,7547,22790
Traffic Log,GB,143.46.90.63,2.96.5.39,5555,5142
Traffic Log,GB,143.46.160.152,2.96.5.144,7547,42054
Traffic Log,GB,155.5.246.230,2.96.5.162,7547,60469
Traffic Log,GB,143.45.177.9,2.96.5.18,7547,55710
Traffic Log,GB,143.212.148.247,2.96.5.157,7547,40976
Traffic Log,GB,155.5.98.58,2.96.5.140,7547,4796
Traffic Log,GB,143.212.255.130,2.96.5.132,7547,43472
Traffic Log,GB,143.46.191.179,2.96.5.155,7547,13968
Traffic Log,GB,143.214.59.150,2.96.5.103,7547,36565
Traffic Log,GB,143.212.87.150,2.96.5.15,7547,35764
Traffic Log,GB,143.46.138.177,2.96.5.116,7547,33018
Traffic Log,GB,143.45.94.163,2.96.5.228,7547,12306
Traffic Log,GB,155.5.160.129,2.96.5.58,7547,26787
Traffic Log,GB,155.5.236.7,2.96.5.91,7547,46368
Traffic Log,GB,150.137.126.130,2.96.5.44,7547,7663
Traffic Log,GB,141.190.83.179,2.96.5.45,7547,25949
Traffic Log,GB,155.6.13.216,2.96.5.233,7547,58091
Traffic Log,GB,143.213.43.200,2.96.5.72,7547,54858
Traffic Log,GB,143.212.111.40,2.96.5.133,7547,46389
Traffic Log,GB,143.213.193.122,2.96.5.68,7547,27763
Traffic Log,GB,155.5.30.225,2.96.5.58,7547,26787
Traffic Log,GB,150.137.191.28,2.96.5.114,7547,64748
Traffic Log,GB,143.213.94.192,2.96.5.81,7547,51724
Traffic Log,GB,143.212.221.124,2.96.5.121,7547,44490
Traffic Log,GB,141.190.146.9,2.96.5.232,7547,30103
Traffic Log,GB,143.46.186.124,2.96.5.175,7547,64748
Traffic Log,GB,150.137.173.170,2.96.5.128,7547,65364
Traffic Log,GB,150.137.94.134,2.96.5.219,7547,28971
Traffic Log,GB,143.45.0.184,2.96.5.39,7547,38526
Traffic Log,GB,141.190.157.229,2.96.5.121,7547,48389
Traffic Log,GB,155.5.158.0,2.96.5.39,7547,56515
Traffic Log,GB,143.213.101.184,2.96.5.67,7547,21961
Traffic Log,GB,141.190.113.93,2.96.5.135,7547,8484
Traffic Log,GB,143.213.50.160,2.96.5.140,7547,4796
Traffic Log,GB,155.6.183.147,2.96.5.101,7547,58670
Traffic Log,GB,143.213.147.1,2.96.7.69,7547,53878
Traffic Log,GB,155.6.121.66,2.96.5.114,7547,60903
Traffic Log,GB,150.133.49.189,2.96.5.145,7547,43393
Traffic Log,GB,150.137.90.121,2.96.5.58,7547,26787
Traffic Log,GB,143.213.44.136,2.96.5.74,7547,6967
Traffic Log,GB,141.190.189.46,2.96.5.175,7547,52776
Traffic Log,GB,143.213.56.90,2.96.5.210,7547,59407
Traffic Log,GB,141.190.113.76,2.96.5.144,7547,21611
Traffic Log,GB,143.213.225.227,2.96.5.135,7547,53248
Traffic Log,GB,141.190.33.208,2.96.5.76,7547,25962
Traffic Log,GB,150.133.200.148,2.96.5.81,7547,32247
Traffic Log,GB,158.9.32.60,2.96.5.233,7547,26408
Traffic Log,GB,143.212.240.187,2.96.5.129,7547,6994
Traffic Log,GB,143.212.222.160,2.96.5.39,7547,41686
Traffic Log,GB,155.6.171.225,2.96.5.132,7547,15643
Traffic Log,GB,150.133.90.57,2.96.5.139,7547,50288
Traffic Log,GB,141.190.154.146,2.96.5.81,7547,25525
Traffic Log,GB,150.137.175.183,2.96.5.162,7547,3426
Traffic Log,GB,143.213.245.27,2.96.5.58,7547,58280
Traffic Log,GB,143.212.28.125,2.96.5.126,7547,25318
Traffic Log,GB,143.46.121.230,2.96.5.44,7547,31200
Traffic Log,GB,155.5.174.184,2.96.5.128,7547,56683
Traffic Log,GB,150.137.33.3,2.96.5.44,7547,7663
Traffic Log,GB,150.137.179.155,2.96.5.140,7547,4796
Traffic Log,GB,141.190.104.202,2.96.5.133,7547,14690
Traffic Log,GB,143.214.2.62,2.96.5.84,7547,36675
Traffic Log,GB,150.133.237.61,2.96.5.139,7547,9452
Traffic Log,GB,143.46.66.40,2.96.5.157,7547,65194
Traffic Log,GB,143.212.61.125,2.96.5.242,7547,50479
Traffic Log,GB,150.133.92.139,2.96.5.133,7547,38446
Traffic Log,GB,143.45.233.42,2.96.5.81,7547,62068
Traffic Log,GB,141.190.159.160,2.96.5.144,7547,31161
Traffic Log,GB,141.190.167.224,2.96.5.31,7547,58728
Traffic Log,GB,143.212.116.86,2.96.5.144,7547,20131
Traffic Log,GB,143.45.245.97,2.96.5.44,7547,56737
Traffic Log,GB,155.5.241.137,2.96.5.37,7547,54672
Traffic Log,GB,143.45.131.229,2.96.5.144,7547,21611
Traffic Log,GB,143.212.249.155,2.96.5.245,7547,12589
Traffic Log,GB,143.214.85.162,2.96.5.242,7547,36098
Traffic Log,GB,143.213.7.60,2.96.5.135,7547,30359
Traffic Log,GB,143.214.108.1,2.96.7.28,7547,50021
Traffic Log,GB,143.46.189.194,2.96.5.107,7547,50993
Traffic Log,GB,143.213.83.115,2.96.5.140,7547,43783
Traffic Log,GB,143.214.68.244,2.96.5.49,7547,39791
Traffic Log,GB,150.137.227.100,2.96.5.242,7547,47073
Traffic Log,GB,143.46.24.71,2.96.5.219,7547,28971
Traffic Log,GB,155.6.49.209,2.96.5.76,7547,27430
Traffic Log,GB,155.5.241.101,2.96.5.67,7547,19770
Traffic Log,GB,143.213.185.216,2.96.5.72,7547,19946
Traffic Log,GB,143.212.134.235,2.96.5.101,7547,54068
Traffic Log,GB,150.137.236.117,2.96.7.39,7547,15216
Traffic Log,GB,143.46.131.29,2.96.5.123,7547,50597
Traffic Log,GB,143.212.202.249,2.96.5.58,7547,28208
Traffic Log,GB,143.45.58.103,2.96.5.123,7547,50597
Traffic Log,GB,150.137.236.117,2.96.7.39,7547,15216
Traffic Log,GB,143.214.235.179,2.96.7.39,7547,38271
Traffic Log,GB,143.213.117.133,2.96.5.67,7547,3580
Traffic Log,GB,143.213.21.226,2.96.5.102,7547,14255
Traffic Log,GB,155.5.126.97,2.96.5.242,7547,64840
Traffic Log,GB,150.133.95.7,2.96.5.90,7547,18991
Traffic Log,GB,150.133.101.215,2.96.5.144,7547,60100
Traffic Log,GB,143.212.166.118,2.96.5.128,7547,41849
